l,h,m,h,l,m,l,l,h,r
l,h,h,h,l,l,l,l,h,m
l,h,l,h,l,l,l,l,h,e
l,h,m,h,l,m,l,l,m,e
l,h,m,h,l,h,l,l,h,r
d,h,m,h,l,l,l,l,h,r
d,h,m,h,l,l,l,l,h,e
d,h,h,h,l,l,l,l,m,e
d,h,m,h,l,l,l,l,h,e
d,h,m,h,l,l,l,l,m,r
