l,m,h,h,l,l,l,l,m,r
l,m,m,h,l,m,l,m,m,r
l,m,h,h,l,l,h,l,m,r
l,m,l,h,l,h,m,l,l,m
l,m,h,h,l,l,l,l,m,m
d,m,m,h,l,m,l,l,m,r
d,m,m,h,l,h,m,l,h,e
d,m,m,h,l,l,l,l,h,r
d,m,h,h,l,l,l,l,h,r
d,m,m,h,l,m,l,l,m,e
